label,question
coverage_term,for how long is the plan covering me
coverage_term,how long my plans xovering me
coverage_term,how long is my plan gojng to cover me
coverage_term,how long can my plan cover
coverage_term,how long my plan covering
coverage_term,how many days my plans cover
coverage_term,how many months my insurance cover
coverage_term,coverage term of insruance
coverage_term,duration of coverage
coverage_term,period of coverage
coverage_term,what are the dates my insurance begin and end
coverage_term,when will my insurance end
coverage_term,ending date of my plans
coverage_term,end date of insurance
coverage_term,start date of insurance
coverage_term,duration the plan can cover me
coverage_term,what is the duration my plan is covering me
coverage_term,duraiton of the insurance covering me
coverage_term,what is the duration my plan is cover
coverage_term,when does my insurance start
coverage_term,what is the date the insurance will start
coverage_term,when is the ending date for my insruance
coverage_term,date that the plan cover me
coverage_term,how many years my insurance covering me
coverage_term,period of time the insurance cover me
coverage_term,the period of covering me
coverage_term,where can I find information about the coverage term
coverage_term,where to find informatin about coverage duration
coverage_term,duration of coverage information is where
coverage_term,when my insurance end
coverage_term,when does my insurance expire
coverage_term,end date for my insurance
coverage_term,when did my insruance started
coverage_term,expiry date for my plan?
coverage_term,the duration of my plan is what
coverage_term,insurance date incepted
coverage_term,when does my insurance date commence
coverage_term,insurnace coering me for how long
coverage_term,insurance covering me for how long
coverage_term,how long is my insurance covering me for
coverage_term,how long will my plans cover me
coverage_term,how long is my insurance protecting me
coverage_term,for how long insurance going to protect ?
coverage_term,until when will my insurance last
coverage_term,how long will my insurance last
coverage_term,until when will I be covered by insurance
coverage_term,how long will I be protected by my insurance
coverage_term,how long will i be insured
coverage_term,what is the time span of my insurance
coverage_term,time span of the insurance covering me
coverage_term,time of the insurance covering me
coverage_term,time span of the insurance plan that is covering me
coverage_term,time span of insurance covering me
coverage_term,what is the time span of insurance covering me
coverage_term,what is the time span that my insurance will cover me
coverage_term,the coverage term of my decided plan
coverage_term,what duration was my plan
coverage_term,what is the plan duration that will cover me
coverage_term,the duration of the plan
coverage_term,the duration of the insurance
coverage_term,what is the coverage term of my plans
coverage_term,what are the duration that I am covered
coverage_term,the duration that I am covered
coverage_term,how long will I get coverage
coverage_term,how long will I be covered
coverage_term,how long will the person be covered from the plan
coverage_term,how long will the assured person be covered form the insurance
coverage_term,how long is the coverage term
coverage_term,what is the end date of insurance covering me
coverage_term,what is the end date that my insurance will cover until
coverage_term,my insurance cover me until when
coverage_term,coverage term
coverage_term,say the coverage term
coverage_term,tell me the length of covering me
coverage_term,tell me the duration of coverage
coverage_term,say the duration of coverage
coverage_term,what duration is the plan going to be
coverage_term,what is the time span of the product
coverage_term,how long does insurance contract last
coverage_term,how long do insurance contract last
coverage_term,how long does the plan last
coverage_term,hi bot how long am I going to be covered for
coverage_term,"hello bot, how long am I going to be protected"
coverage_term,how long will I be protected??
coverage_term,this duration of insurance
coverage_term,"chatbot, please tell me the length of covering me"
coverage_term,"chatbot, tell me what is the duration I am covered for"
coverage_term,"hi bot how are you, I just want to know my coverage term only"
coverage_term,"how are u bot, I am fine. I would like to ask how long is my insurance going to cover me?"
coverage_term,how many years am I covered for
coverage_term,how many months am I protected by
coverage_term,how long does my insurance last
coverage_term,what is my insurance period
coverage_term,coverage term is ?
coverage_term,coverage term when?
coverage_term,how logn coveraage term?
coverage_term,when will I be covered by the insurance
coverage_term,what is the duration that I will get covered
coverage_term,duration of covering me
coverage_term,start date of coverage
coverage_term,coverage term is what
coverage_term,how long am I covered
coverage_term,how long is the term of my insruance
coverage_term,duration of my insurance covering me
coverage_term,duration of insurance
coverage_term,when will it stop covering me
coverage_term,when will the insurance stop covering
coverage_term,is the person assured by my insurance going to be covered for a lifetime
coverage_term,will I get covered by a lifetime 
coverage_term,would I get covered till I die
coverage_term,is the coverage term till I die
coverage_term,will the coverage term be forever
coverage_term,is my coverage term forever
coverage_term,is the duration forever
coverage_term,whr will my coverage term end
coverage_term,when will the duration of covering me stop
coverage_term,what is the duraiton of the plan
coverage_term,hello bot what is the coverage term of my plans
coverage_term,hi bot what is the duration I am getting covered
coverage_term,hey there what is the length of coverage
coverage_term,hello what is the duration of protection I am getting from the insurance
coverage_term,hi there what is the length of protection I am getting
coverage_term,how long is the protection going to be my friend
coverage_term,hey friend how long is the coverage term?
coverage_term,duration that my plan is covering me
coverage_term,my insurance can cover me for how long?
coverage_term,hwo long can the insruance cover me?
coverage_term,how loing is the coverge term going to last?
coverage_term,duration that my insurance is covering
coverage_term,length of coverage
coverage_term,duration of coverage is what
coverage_term,what is the duration of coverage
coverage_term,what's the duration of coverage
coverage_term,what is the end date
coverage_term,what is the start date that my insurance set
coverage_term,what end date my insurance cover until
coverage_term,which day my insurance cover until
coverage_term,tell me the day of my insurance ending
coverage_term,will my insurance end next year
coverage_term,is my plan ending tomorrow
coverage_term,will my insurance last forever
coverage_term,what is teh duration of my insurance
coverage_term,what is the length of coverage
policy_type,do I have different types of policy
policy_type,do I have diff type of insurance policies
policy_type,insurance policies type is what
policy_type,what are the types of policy I bought
policy_type,what is the type of policy I buy
policy_type,what' the policy type
policy_type,what is my policy type?
policy_type,my plans policy type
policy_type,what is the type of my plan?
policy_type,what is the policy type of my plan
policy_type,policy plan for my insurance is what
policy_type,the policy plan
policy_type,tell me my policy plan
policy_type,say the poilyc plan I have
policy_type,policy type is what
policy_type,my policy ype?
policy_type,the type of policy that I bought 
policy_type,the policy type?
policy_type,"if I have 3 policy type, what are the 3 types"
policy_type,what kkind of policy did I buy
policy_type,what type of insurance did I buy
policy_type,what kind of insurance did I buy
policy_type,what kind of products I biuy
policy_type,what kind of products I purchased
policy_type,the kinds of products purchased
policy_type,the policy type purhased
policy_type,what policy type I purhased
policy_type,the kind of insruance type
policy_type,say the insurance tpye
policy_type,tell me my insurance type
policy_type,tell me the type of insurance I bought
policy_type,which insurance policy did I buy
policy_type,hi there how are you what is my policy type
policy_type,hey what's my policy type?
policy_type,my Policy type is what
policy_type,tell me my policy type
policy_type,the policy type for my insruace
policy_type,what's my policy type?
policy_type,the type of policy I have?
policy_type,hi chatbot can you tell me what policy type of my insurance
policy_type,"what is the policy type of insurance, chatbot?"
policy_type,hello chatbot!how are you doing? I want to know what type of insurance I bought
policy_type,hi chatbot!How are you feeling? I want to know what type of plans I purchase
policy_type,"hey bot, what policy type did I buy"
policy_type,"hey folk, what plans type did I buy"
policy_type,what is the plan's type
policy_type,hi bot what plans type
policy_type,bot please tell me the policy plan
policy_type,what is my policy type
policy_type,what type of policy I have
policy_type,which type of insuracne is covering me
policy_type,what type of product I have
policy_type,policy type of the products I have
policy_type,policy type of the insurance that is covering me
policy_type,list the types of insurance covering me
policy_type,list the type of insurance plans
policy_type,list out the insurance plan type
policy_type,list the insurance plan type
policy_type,what kind of insurance plan I have
policy_type,what kind of insurance that I buy
policy_type,types of insurance
policy_type,types of plans
policy_type,what are the types of plans
policy_type,what kind of plan I having
policy_type,which type of insurance I have
policy_type,which policy type is my insurance under
policy_type,what kind of insurance
policy_type,what type of plans
policy_type,what types of plan
policy_type,what insurance type
policy_type,where to find information for policy type
policy_type,I just want to know what is my policy type
policy_type,the policy type of insurance where to fin
policy_type,what are the insurance type
policy_type,what insurance type I buy
policy_type,which type I buy
policy_type,which type of insurance did I buy
policy_type,the type of plans that I buy
policy_type,the type of plans bought
policy_type,what are the different policy types of my plans
policy_type,what is the diff policy type
policy_type,what are the type of plans that I bought
policy_type,type of plans bought
policy_type,type of insurance bought
policy_type,type of insurance purchased
policy_type,type of insurance plans purchased
policy_type,what type of insurance plans was purchased
policy_type,what type of insurance plans were bought
policy_type,what type of insurance product I buy
policy_type,what policy type did I buy
policy_type,what insurance policy I buy
policy_type,which type of policy did I purchase
policy_type,which type of policy plan was bought
policy_type,what type of policy plan I have
policy_type,what type of product I have now
policy_type,what are the types of products
policy_type,what type of plans I had
policy_type,which type of plans
policy_type,what are the types of plans I have now
policy_type,what type of plans do I have
policy_type,what kind of plans
policy_type,what kind of insurance is mine
policy_type,which type I have now
policy_type,which is the type of product covering me now
policy_type,what is the type of insurance plans I have
policy_type,which type of product did I buy
policy_type,which type of insurance I buy
policy_type,what is the type of product
policy_type,what is the policy type of insurance I bought
policy_type,which policy type do I have currently
policy_type,"currently, list out the insurance type"
policy_type,I having which type of policy protecting me now
policy_type,I having which type of insurance protectig me currently
policy_type,which type of policy am I being protected under
policy_type,what type of policy am I being protected under
policy_type,what is the type of insurance I have
policy_type,type of the policy I having
policy_type,type of the insurance plans I have
policy_type,what type of insurance policy did I actually purchase
policy_type,what type of insurance policy I purchased
policy_type,what type of insurance policy I buy
policy_type,what type of plans did I buy
policy_type,which type of plans I bought
policy_type,what kind of plans did I buy
policy_type,the kind of plans that I have currently
policy_type,tell me the type of plan I having now
policy_type,give me a list of the different type of plans I have
policy_type,list of diff type of plans
policy_type,what are the type of product
policy_type,I buy which type policy product
policy_type,I buy whiuch type of insurance
policy_type,I habe which type of policy
policy_type,whiuch type of pocliy did I have
policy_type,which type of poilcy I have
policy_type,which tpye of policy did I purchase
policy_type,say the poliucy type of the insurance
policy_type,all my insurance policy type
policy_type,list out all my insruance their policy type
policy_type,policy type of all my insurance
policy_type,policy type
policy_type,policy type of my insurance
policy_type,insurances' policy type
policy_type,what is the pocliy type
policy_type,what is my insuance policy type
policy_type,the policy type of my insurance
policy_type,what kind of insurance I buy
policy_type,the kind of insurance I buy Is which one
policy_type,the kinf of insurance I buy
policy_type,say the kind of insurance that I bought
policy_type,type of policy having
policy_type,me is what policy?
policy_type,bot please tell me what insurance I bought
policy_type,"bot, could you tell me the insurance tpye"
policy_type,could u tell the insurance type I have
policy_type,I having which policy
policy_type,I carrying which policy
policy_type,which policy protecting me
policy_type,which policy type covering me
policy_type,what policy type Is protecting me now
policy_type,"currently, the policy type is what"
policy_type,what type of insurance I have now?BOT?
policy_type,which inusrance did I buy
policy_type,what policy type I buy
policy_type,which policy type I habe
policy_type,what is the type of insurance I havw
policy_type,do you know what is the type of policy I haev?
policy_type,what can you tell me about the policy type
policy_type,tell me about the policy type for my insurance
policy_type,say the policy type of the insurance that I bought.
policy_type,having which policy type?
policy_type,havw which type policy?
policy_type,policy type hwat
policy_type,wat the policy type
policy_type,type of insurance I havw
life_assured,was the person that I assigned me?
life_assured,did I assign myself?
life_assured,who are the person assured
life_assured,whose life is covered in my insurance contract
life_assured,can I find out the life assured
life_assured,who is the person I am insuring
life_assured,who is the person I protecting
life_assured,insured person is who
life_assured,person that I choose to cover
life_assured,how to see who is the life assured
life_assured,who did I assure for
life_assured,my insurance assuring who
life_assured,who my insurance plans assure
life_assured,person that I choose to assign
life_assured,who did I cover for the insurance that I buy
life_assured,"based on the insurance that I bought, who did I put as the person assured"
life_assured,"based on the insurance that I bought, who did I put as the person I am covering"
life_assured,who is the person insured
life_assured,who's the insured person
life_assured,who's the person insured
life_assured,who is the insured persion
life_assured,who is person insured
life_assured,who did I insure
life_assured,insure who
life_assured,my plans insuring who
life_assured,"based on the plans, who did I put as the person that I am going to cover"
life_assured,the covered person is who
life_assured,who did I assiged as person assured
life_assured,who did I assure
life_assured,what is the name of the person assured?
life_assured,which insurance did I not assure myself
life_assured,what is the insurance that I assured for other people
life_assured,how many insurance I assure myself
life_assured,what type of insurance did I assure myself
life_assured,what type of plans did I cover my family
life_assured,who is protected by my plans
life_assured,who did I say I want to protect in my insurance
life_assured,"the insurance that I chose, did I protect my daughter"
life_assured,"the insurance that I bought, did I protect my son"
life_assured,who is assured for my policy
life_assured,who is assured for this insurance
life_assured,who is the one that is assured for this policy?
life_assured,what plan did my person assured got covered by
life_assured,who is the person assured
life_assured,who did I assign to protect
life_assured,the insurance is protecting who
life_assured,person that I am assuring where to fid details for it
life_assured,where to find details for the person I am assuring
life_assured,where to look if I want to find information for the person assured
life_assured,I just want to check who is the person I am assuring
life_assured,who is hte person assured
life_assured,who did I assign to be assured
life_assured,who is the insruance protecting
life_assured,whoch insurance is protecting who
life_assured,whiuch insurance is protecting me
life_assured,who is the person that I assiged to be protected
life_assured,who is protected by my insurance
life_assured,did I choose the person to be protected to be my wife
life_assured,did I choose to protect my husband in my policy
life_assured,is the person assigned my grandfather
life_assured,is the person assigned my grandmother
life_assured,is the person assigned my family members
life_assured,who did I assigned to protect? My daughter or son
life_assured,I protecting who for the insurance
life_assured,my insurance protecting who
life_assured,is my insurance protecting me
life_assured,who is the life assured for my insurance
life_assured,which did I assure for my isurance
life_assured,hey bot who is my life assured
life_assured,hi bot who did I assign to be the assured person
life_assured,did I assign my family members to protect
life_assured,"hello bot how are you I am fine, tell me who is the person I assured in the plans"
life_assured,hello there who did I assign to be the person covered
life_assured,who did I assign as my life assured
life_assured,who did I assure for the insurance I bought
life_assured,who did I assign my insurance to cover
life_assured,what is the person that I assign my insurance to protect
life_assured,which person I assigned for my insurance to cover
life_assured,who did I assign my plans to protect
life_assured,who is the assigned person for my insurance
life_assured,to whom did I assign my insurance protection to
life_assured,who did I assign my insurance to protect
life_assured,the insruance protecting me or who
life_assured,who else the insurance protecting
life_assured,who else the plans covering
life_assured,to who did I assign my plans to cover
life_assured,who did I choose to protect using the insurance I bought
life_assured,who I chose to cover using plans that I buy
life_assured,which person is the assigned to be assured from the inrsurance
life_assured,where to look for information about the person I assured
life_assured,who is the person I assured and where to find it
life_assured,where to find information for person assured
life_assured,what are the people assured
life_assured,who am I assuring now
life_assured,who is the assured person of my insurance
life_assured,who is the insurance assuring now
life_assured,who is tge person assured for the insurance
life_assured,the life assured is myself or who
life_assured,the life assured of insurance is covering me or who
life_assured,who the life assured for the insurance that I buy
life_assured,did I assign the life assured to myself or other people
life_assured,did I assign myself to be the life assured or who else
life_assured,did I assign other people to be the life assured
life_assured,who is the person I assigned
life_assured,the life assured I assign who
life_assured,the life assign who I assign
life_assured,the life assured who did I assign
life_assured,who did I assign the life assured to be
life_assured,who is the assigned person to be protected in my insurance
life_assured,who is the assigned person to be covered
life_assured,who is the assigned person to be assured
life_assured,who is the assigned person to be protected
life_assured,what is the name of the person assigned
life_assured,did I put my name as the life assured
life_assured,did I put my name as the one I want to be protected
life_assured,whose name did I write down as the person assured
life_assured,who did I say I want to assure
life_assured,whose name did I put under the protection
life_assured,whose name did I put under for covering in case of accident
life_assured,what name did I put to say I want to protect
life_assured,what name did I want to protect
life_assured,who did I want to protect
life_assured,who did I want my insurance to protect
life_assured,which person did I want my plans to protect
life_assured,wqhich person did I want my insurance to protect
life_assured,who did I want the insurance to protect
life_assured,who did I want the insurance to cover
life_assured,who did I want to be assured by the insurance
life_assured,whose name I want to be assured by the insurance
life_assured,which family member did I name to protect
life_assured,which fam member did I name to be assured
life_assured,which family member did I name to cover
life_assured,which fam member did I name to protect
life_assured,the life assured is who
life_assured,the life assured I assign myself?
life_assured,did I assign the life assured to be me
life_assured,did the life assured state me
life_assured,is the insurance assuring me
life_assured,is my insurance assuring me
life_assured,are my plans assuring me
life_assured,are the products assuring me
life_assured,are my insurance plans assuring me
life_assured,did the life assured state my name
life_assured,was the person assigned myself or other
life_assured,is the insurance protecting me
life_assured,is the insurance protectig my child
life_assured,is the person assured my child
life_assured,is the insurance protecting my whole fam
life_assured,is my whole fam protected by my insurance
life_assured,is the insurance assuring my wife
life_assured,is the insurance assuring my son
life_assured,is the insurance assuring my husband
life_assured,is the insurance assuring everyone in my family
life_assured,the person assured is who
life_assured,person that was assigned to be life assured
life_assured,person that was assigned in my insurance
life_assured,person that was assigned to cover
life_assured,persons that are covered by my plans
life_assured,persons that are covered by my insurance
life_assured,persons who are covered by my insurance
life_assured,life assured is who for the insurance?
life_assured,life assured person that I have for the insuracne
life_assured,insuracne life assured is who
life_assured,insuracne life asure who
life_assured,whi I assuring for my insurance
life_assured,whi I assure for insurance
life_assured,whi did I put as my assured
life_assured,who did I put as my assured
life_assured,the assured person who I put?
life_assured,is my plans protecting my daughter
life_assured,is my plan protecting my son
life_assured,is my plan protecting my father
life_assured,is my plan protecting my mother
payment_duration,when is the payment ending
payment_duration,when will my payment be ending
payment_duration,when is the payment going to start?
payment_duration,when do I begin making payments
payment_duration,my payment duration
payment_duration,payemnt duration is what
payment_duration,what's my duration of ayment
payment_duration,how to get my payment duration
payment_duration,hoq to know my payment duration
payment_duration,I want to know what is my payment duration
payment_duration,can u tell me what is my payment duration
payment_duration,what is my qayment duration?
payment_duration,tell me the duration of payment I hve to pay
payment_duration,my payment is month or by year
payment_duration,how many times in a year I have to pau
payment_duration,paument duration
payment_duration,what is the payment duration
payment_duration,what is my payment duration?
payment_duration,am I going to have to pay soon
payment_duration,do I have to pay soon
payment_duration,do I need to pay soon
payment_duration,am I required to pay soon
payment_duration,when is the paymetn going to end
payment_duration,is my payment going to end soon
payment_duration,is my payment going to end
payment_duration,when will the payment be ending
payment_duration,payment start date
payment_duration,paymnet end date
payment_duration,payment end date
payment_duration,paymnet duration
payment_duration,what is the paymen duratoin
payment_duration,is the insurance payment going to start soon?
payment_duration,do I have to start paying soon?
payment_duration,am I required to pay tomorrow?
payment_duration,do I have to start paying tomorrow
payment_duration,must I pay by tomorrow
payment_duration,how long is the payment going to last
payment_duration,the duration of my payment how long
payment_duration,"isit going to be very long, the duration of payment"
payment_duration,length of payment date
payment_duration,how long is the payment duration
payment_duration,what is the duration of my paymetn
payment_duration,how long do I have to pay for my insurance
payment_duration,payment duration of insruance
payment_duration,insurance payment period
payment_duration,what is the insurance payment period
payment_duration,how long do I have to pay for it
payment_duration,how long do I have to pay for insurance
payment_duration,do I have 30day grace period
payment_duration,do I have 30 day grace period for payment
payment_duration,can I delay my payment duration if I cannot pay yet
payment_duration,"if I pay late, will I get late fees charged"
payment_duration,"if I cannot pay within the payment duration, will I get fees charged"
payment_duration,will fees be charged during a time where I cannot get the payment done
payment_duration,will I get fees if I cannot pay by the payment duration
payment_duration,payment duration how long is it going to be
payment_duration,do I have to pay additional fees if I cannot pay within the payment duration
payment_duration,will the delay in payment make me pay more fees
payment_duration,can I have 30 day grace period If I cannot pay during the payment duration
payment_duration,"if I cannot pay during the payment duration, will my policy be cancelled"
payment_duration,will my inusrance be cancelled if I paid late
payment_duration,what is the exact date that I have to start paying
payment_duration,what is the exact date that I can stop paying
payment_duration,will my insurance be canceled if I cannot pay during the payment duration
payment_duration,when does payment start
payment_duration,when do I have to start paying
payment_duration,what is the payment date
payment_duration,when do I stop paying
payment_duration,when can I stop paying
payment_duration,when does my payment end
payment_duration,when do I need to pay for my insurance
payment_duration,when can I stop payment of my insurance
payment_duration,when I need to start my paying date
payment_duration,what is my payment duration
payment_duration,what's my payment duration
payment_duration,payment duration of my plans
payment_duration,when does payment for insurance end
payment_duration,what is the end date for my payment
payment_duration,what is the starting date for paying
payment_duration,when do I have to start paying the insruance
payment_duration,when can my payment stop
payment_duration,when does my payment stop
payment_duration,when does the paying commence
payment_duration,when does the payment commence
payment_duration,when is the payment going to end
payment_duration,what is the date my payment end
payment_duration,what date my payment stop
payment_duration,what is the period of paying
payment_duration,what is the duration I have to pay
payment_duration,when is my last payment
payment_duration,when's the last payment
payment_duration,when is the last payment of my inusrance
payment_duration,payment duration information from where
payment_duration,where to find payment duration information
payment_duration,how to find payment duration information
payment_duration,what is the last payment date?
payment_duration,what's the last payment
payment_duration,duration of payment?
payment_duration,what is the duration of paying
payment_duration,what is the payment period
payment_duration,what is the time span of my payment
payment_duration,when do I start and stop paying
payment_duration,payment starting date
payment_duration,what is the payment start date
payment_duration,what is the payment starting date
payment_duration,when will the payment end
payment_duration,what is the payment end date
payment_duration,when does payment end
payment_duration,when does my payment start
payment_duration,when will the insurance payment start
payment_duration,when does the insurance payment start
payment_duration,when does the plans payment start
payment_duration,when does the payment of plans start
payment_duration,when will the payment of my plans end
payment_duration,when will the insurance payment end?
payment_duration,when would the insurance payment end
payment_duration,when would the payment end
payment_duration,when would the payment start
payment_duration,when is the insurance payment going to start
payment_duration,when will my payment end
payment_duration,when will my payment start
payment_duration,when will the payment be starting
payment_duration,when should I start paying
payment_duration,when should I start my payment
payment_duration,when will my payment of insurance end
payment_duration,when can I stop paying for the insurance
payment_duration,when can I stop paying for the plans
payment_duration,when can the payment end
payment_duration,when is my payment going to end
payment_duration,when will the payment end?
payment_duration,would the payment be ending soon
payment_duration,would I have to pay starting tomorrow
payment_duration,do I have to pay next week
payment_duration,do I have to pay starting from tomorrow?
payment_duration,how long is my payment duration
payment_duration,how long is the payment duration going to be
payment_duration,how long is the payment going to be
payment_duration,duration of my payment
payment_duration,what is the duration of my payment
payment_duration,is the duration of my payment going to be very long
payment_duration,how long do I have to pay
payment_duration,when can I stop paying for my insurance
payment_duration,when must I start paying
payment_duration,when will be the starting date
payment_duration,what is the start date for payment
payment_duration,what is the payment's end date
payment_duration,is my payment going to stop soon
payment_duration,when is a good day to pay
payment_duration,am I able to start paying soon
payment_duration,is my payment duration going to end soon
payment_duration,the payment duration is how long
payment_duration,when will my payment be starting
payment_duration,what is the exact date of payment
payment_duration,what is the exact end date of my payment
payment_duration,give me the exact start date that I have to start paying
payment_duration,give me the exact date of payment
payment_duration,when do I end my payments
payment_duration,start date and end date of my insurance period
payment_duration,duration for the paymetn is what
payment_duration,hwat is the payment duration
payment_duration,what payment duration is mine?
payment_duration,the payment duration how long?
payment_duration,insurance payment duration is what
payment_duration,hwat is my payment duration
payment_duration,by when mus I pay
payment_duration,by which date need pay
payment_duration,by when I have to pay
payment_duration,by when do I have to pay
payment_duration,by what date do I have to pay finish
payment_duration,what date I need to finish paying
payment_duration,what date I have to finidh payinf
payment_duration,what date I have to finish my payment
payment_duration,which date need pay finish
payment_duration,pay finish by when?
fallback,calm down and continue
fallback,make some memories and have fun
fallback,hello can ths dig up the soil for me
fallback,lorem ipsum
fallback,what to do help me please what is going on
fallback,what about going to the movies
fallback,I want to watch a movie
fallback,gpot some roolling on the floor laughing
fallback,got to get some crazy air waterfall
fallback,how does the wrodl got eound and in 80
fallback,what 40 shiy shy away 30
fallback,can this be eaten
fallback,hungry hangry manay merlion
fallback,excel powerpoint google spreadsheet
fallback,got this shit ready hwoe
fallback,movie ticket
fallback,how long does chinese new year last
fallback,would it be possible to ask you about some games
fallback,slide it away
fallback,decentraland and the wonders of the llett
fallback,wsxter fjgu gjroc hihh
fallback,I want to get referral
fallback,who to refer
fallback,not sure what to put here
fallback,what is this supposed to be like
fallback,how is the weather forecast going to be like
fallback,I love titanic
fallback,if today is Monday what is tomorrow
fallback,what is weekend
fallback,who is james bond
fallback,xxxxxxxxxxxxx
fallback,adfghjkl?
fallback,who is superman
fallback,who is obama
fallback,get this away from me off you goo
fallback,shoo this is gooey
fallback,can I have a coffee
fallback,page up or down
fallback,useless information
fallback,open hours of the company
fallback,zxcvnm
fallback,qwertyiop
fallback,I want to get this item for myself
fallback,display some lights
fallback,how do I get into an accident purposely
fallback,what a troller
fallback,let me see main menu
fallback,go back to all choices
fallback,this bot is stupid
fallback,what a nuisance!
fallback,this bot is lousy
fallback,is my food delicious
fallback,any events this weekend
fallback,are you able to take refillable water bottles
fallback,can take water inside
fallback,don't accept you
fallback,no takeaways
fallback,123456789
fallback,number1
fallback,flight cancel
fallback,what's my dog's name
fallback,a fox jumped over the well
fallback,learning to be better than you
fallback,does santa claus exist
fallback,are you part of the matrix
fallback,do you like people
fallback,which language can you speak
fallback,what is the weather like today
fallback,the weather very nice
fallback,today weather like nice
fallback,how many people can you speak to
fallback,do you get smarter
fallback,where do you live
fallback,where do you stay
fallback,are you staying near me
fallback,how much
fallback,what is the nearest restaurant
fallback,whr's the nearest restaurant
fallback,dining place where
fallback,what is your mother's name
fallback,how to refer you
fallback,what about going out later
fallback,how about this event that I am interested in
fallback,I love going to the park
fallback,walk around the park
fallback,gardening is fun
fallback,what is your purpose in life
fallback,who are you to try and interfere
fallback,his is realy random and useless
fallback,I wonder if this is enough already
fallback,what orders can I  take from you
fallback,what order can I have
fallback,I want the menu
fallback,give me menu
fallback,show menu
fallback,wonder what Is going on?
fallback,do you know mr bean
fallback,I very bored now
fallback,talking gibberish now
fallback,not supposed to understand anything I am saying
fallback,was confused about this issue
fallback,has been here and done with you
fallback,done and dusted
fallback,goodness gracious me
fallback,what is going on am so confused
fallback,what confusion
fallback,to the moon
fallback,technical analysis
fallback,I'm very bored now
fallback,movie ticket how much
fallback,how many ticket can I buy at one go in total
fallback,later we see how
fallback,what about picking some trash
fallback,put yourself in the trash
fallback,go the rubbish bin
fallback,go toilet yourself
fallback,what a trash bot
fallback,why is this bot here
fallback,what are you doing here
fallback,there was not much of an envet
fallback,so boring
fallback,"help me with this issue, how many apples are there"
fallback,one tree can grow how many flowers
fallback,is this a redundant place to explore
fallback,what are fun places to go
fallback,where should I go now
fallback,where should I go if I am bored
fallback,I just want to chill
fallback,this is abit hard
fallback,pretrained model huggingfa
fallback,fafa learn lorem ipsum
fallback,mediacopr artist are you th ehow
fallback,actually not sure what to write anymore
fallback,this is infuriating
fallback,I kept hearing noises around the room
fallback,is that a ghost
fallback,do you understand what I sm saying 
fallback,why are you so angry
fallback,why are u so stuborn
fallback,could you stop all this fuss
fallback,stop whining like a baby
fallback,james bond movie
fallback,I love music 
fallback,what is this?
fallback,who am i
fallback,do u love music
fallback,do u like to watch movies
fallback,I like to use technical analysis
fallback,I need help teach me how to get ready for the stage
fallback,hi bot who is your friend
fallback,hey bot how is this life like
fallback,what is the fundamental basics
fallback,how to drive
fallback,I do not know how to bake
fallback,I love cooking
fallback,I love drawing
fallback,don't know what to do already
fallback,help is very much needed
fallback,not sure how to even get better
fallback,this is foul plau
fallback,how to play
fallback,what is your father's name
fallback,do  you have parents
fallback,do you have child
fallback,got the parent found it or not
fallback,hey in the world is what 8 nighe night waway
fallback,disco avery day drink drive late crule
fallback,hey hwat can u do to cut paer
fallback,talking gibb is what y
fallback,helo u are what is going on
fallback,I have no idea
fallback,what to put naymore
fallback,think of more stuff to put
welcome,merry xmas bot
welcome,merry christmas to u too
welcome,happy new year
welcome,hi
welcome,how are you
welcome,hello world
welcome,hey dear
welcome,hi dear
welcome,hello dear
welcome,hey how you doing
welcome,today you doing ok?
welcome,how are you?
welcome,are you ok today?
welcome,today is a fine day
welcome,hey how are you doing
welcome,how you doing thanks
welcome,hello
welcome,hi there
welcome,how r u
welcome,how are u
welcome,how r you
welcome,r u fine
welcome,how are you doing
welcome,hey there
welcome,howdy
welcome,"hello, how are you"
welcome,"hi, how r u?"
welcome,tell me what you can do
welcome,say what you can help me with
welcome,tell me what u can help me with
welcome,heyy
welcome,"heyyy, are you ok today"
welcome,how are you feeling today?
welcome,I'm fine how about you
welcome,I'm fine how about u?
welcome,I am ok how about u
welcome,I am not ok what about you
welcome,"I am fine, you?"
welcome,I am fine u?
welcome,greetings
welcome,howdy my friend
welcome,good day
welcome,good day to you
welcome,how do you do
welcome,welcome!
welcome,hello!
welcome,hello.
welcome,hi sunshine!
welcome,hi chatbot.
welcome,"good morning chatbot, how are you"
welcome,good afternoon bot
welcome,good day bot
welcome,are you ok today bot
welcome,what's up!
welcome,what's up my friend!
welcome,hello bot
welcome,hello chatbot
welcome,good day chatbot
welcome,"hello, chatbot"
welcome,how are you chatbot
welcome,how is this chatbot doing now?
welcome,hi there!
welcome,hey there.
welcome,hey chatbot
welcome,how are you feeling chatbot
welcome,"chatbot, good morning"
welcome,"chatbot, hi"
welcome,"hi, chatbot"
welcome,"how are u, chatbot"
welcome,"hey,chatbot"
welcome,"good day,chatbot"
welcome,morning to you too
welcome,morning to you too!
welcome,"morning to you too,chatbot"
welcome,"morning to u too ,chatbot"
welcome,"bot, good morning"
welcome,"bot, you have a good day too"
welcome,have a good day bot
welcome,have a good day chatbot
welcome,I am having a nice day today how about you
welcome,"I'm havinf a nice day today, how about u?"
welcome,what about u bot? I'm good
welcome,I'm good today what about you
welcome,how about you chatbot? I am good
welcome,"I am fine, are you"
welcome,"I am ok , are you"
welcome,I am fine are you
